block_height,tx_count,utxo_consumed,utxo_produced,pools_registered,pools_unregistered,accounts_registered,accounts_unregistered,accounts_pool_delegated,accounts_drep_delegated,accounts_touched,dreps_registered,dreps_unregistered,committee,withdrawals,proposals,votes
13586560,3,4,4,0,0,0,1,0,0,1,0,0,0,2,0,1
13586561,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
13586562,30,74,62,0,0,0,0,0,1,1,0,0,0,4,0,0
13586563,7,21,18,0,0,0,0,0,0,0,0,0,0,2,0,0
13586564,11,33,36,0,0,0,1,0,0,1,0,0,0,1,0,1
13586565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586566,11,32,41,0,0,0,0,0,0,0,0,0,0,2,0,0
13586567,12,24,31,0,0,1,0,2,1,2,0,0,0,2,0,0
13586568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586569,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
13586570,4,15,9,0,0,0,0,0,0,0,0,0,0,2,0,0
13586571,9,18,29,0,0,0,0,0,0,0,0,0,0,1,0,0
13586572,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586573,4,10,11,0,0,0,0,0,0,0,0,0,0,2,0,0
13586574,6,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0
13586575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586576,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13586577,8,14,19,0,0,0,0,1,0,1,0,0,0,0,0,0
13586578,12,62,27,0,0,0,0,0,0,0,0,0,0,0,0,0
13586579,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0
13586580,7,14,20,0,0,0,0,0,0,0,0,0,0,1,0,0
13586581,3,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0
13586582,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
13586583,10,20,24,0,0,0,0,0,0,0,0,0,0,2,0,0
13586584,4,22,8,0,0,0,0,0,0,0,0,0,0,2,0,0
13586585,4,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0
13586586,2,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0
13586587,5,11,17,0,0,0,0,0,0,0,0,0,0,1,0,0
13586588,6,16,17,0,0,0,0,0,0,0,0,0,0,2,0,0
13586589,22,43,48,0,0,0,0,0,0,0,0,0,0,0,0,0
13586590,4,13,12,0,0,0,0,0,0,0,0,0,0,1,0,0
13586591,9,46,29,0,0,0,0,1,0,1,0,0,0,1,0,0
13586592,5,13,8,0,0,0,0,1,2,2,0,0,0,0,0,0
13586593,11,21,28,0,0,0,0,0,0,0,0,0,0,1,0,0
13586594,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13586595,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586596,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
13586597,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0
13586598,2,4,5,0,0,1,0,1,1,1,0,0,0,0,0,0
13586599,3,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0
13586600,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586601,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13586602,11,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0
13586603,4,10,7,0,0,0,0,0,0,0,0,0,0,1,0,0
13586604,11,23,22,0,0,1,0,2,1,2,0,0,0,1,0,0
13586605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586606,3,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586607,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13586608,3,8,10,0,0,0,0,0,1,1,0,0,0,0,0,0
13586609,5,28,12,0,0,0,0,0,0,0,0,0,0,2,0,0
13586610,6,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0
13586611,15,36,31,0,0,2,0,2,2,2,0,0,0,1,0,0
13586612,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13586613,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586614,21,52,42,0,0,0,0,0,4,4,0,0,0,1,0,0
13586615,6,13,15,0,0,0,0,0,0,0,0,0,0,1,0,0
13586616,9,20,24,0,0,0,0,0,1,1,0,0,0,1,0,0
13586617,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586618,7,22,18,0,0,0,0,0,0,0,0,0,0,2,0,0
13586619,10,40,23,0,0,0,0,0,0,0,0,0,0,2,0,0
13586620,5,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0
13586621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586622,3,10,9,0,0,0,0,0,0,0,0,0,0,1,0,0
13586623,20,67,47,0,0,0,1,0,0,1,0,0,0,4,0,0
13586624,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13586625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586626,4,14,11,0,0,0,0,0,0,0,0,0,0,1,0,0
13586627,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
13586628,2,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0
13586629,7,31,13,0,0,0,0,0,0,0,0,0,0,2,0,0
13586630,2,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0
13586631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586632,3,8,4,0,0,1,0,1,0,1,0,0,0,0,0,0
13586633,5,8,9,0,0,0,0,0,1,1,0,0,0,0,0,0
13586634,18,35,36,0,0,0,0,0,0,0,0,0,0,2,0,0
13586635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586636,20,32,39,0,0,0,1,0,0,1,0,0,0,4,0,0
13586637,3,6,6,0,0,0,1,0,0,1,0,0,0,1,0,0
13586638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586639,3,6,5,0,0,0,0,0,1,1,0,0,0,1,0,0
13586640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586641,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586644,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
13586645,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586646,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13586647,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586648,4,3,4,0,0,0,0,0,1,1,0,0,0,1,0,0
13586649,4,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0
13586650,13,24,47,0,0,0,0,0,2,2,0,0,0,2,0,0
13586651,13,19,36,0,0,1,0,1,1,1,0,0,0,1,0,0
13586652,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
13586653,14,51,33,0,0,0,0,0,0,0,0,0,0,1,0,0
13586654,5,12,12,0,0,0,0,0,1,1,0,0,0,1,0,0
13586655,5,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0
13586656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586657,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13586658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586659,4,6,7,0,0,0,1,0,0,1,0,0,0,1,0,0
13586660,5,32,11,0,0,0,0,0,1,1,0,0,0,2,0,0
13586661,19,76,64,0,0,1,0,1,1,1,0,0,0,3,0,0
13586662,14,44,61,0,0,0,0,0,0,0,0,0,0,4,0,0
13586663,5,22,18,0,0,0,0,0,0,0,0,0,0,1,0,0
13586664,12,131,30,0,0,0,0,0,0,0,0,0,0,3,0,0
13586665,20,175,81,0,0,0,0,0,0,0,0,0,0,2,0,0
13586666,4,109,9,0,0,0,0,0,0,0,0,0,0,1,0,0
13586667,21,50,63,0,0,0,0,1,0,1,0,0,0,4,0,0
13586668,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13586669,7,24,28,0,0,0,0,0,0,0,0,0,0,1,0,0
13586670,8,26,25,0,0,0,0,0,0,0,0,0,0,2,0,0
13586671,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586672,16,158,50,0,0,0,0,0,0,0,0,0,0,2,0,0
13586673,12,24,30,0,0,0,0,0,0,0,0,0,0,3,0,0
13586674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586675,17,33,43,0,0,0,0,0,0,0,0,0,0,4,0,0
13586676,4,10,11,0,0,0,0,0,0,0,0,0,0,2,0,0
13586677,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13586678,7,27,21,0,0,0,0,0,0,0,0,0,0,3,0,0
13586679,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
13586680,9,23,21,0,0,0,0,0,0,0,0,0,0,2,0,0
13586681,5,21,26,0,0,0,0,0,0,0,0,0,0,2,0,0
13586682,8,14,18,0,0,1,0,1,2,2,0,0,0,2,0,0
13586683,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
13586684,11,21,25,0,0,0,0,0,0,0,0,0,0,3,0,0
13586685,11,27,40,0,0,0,0,0,0,0,0,0,0,1,0,0
13586686,14,31,29,0,0,0,0,0,0,0,0,0,0,2,0,0
13586687,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13586688,2,4,4,0,0,0,0,0,1,1,0,0,0,1,0,0
13586689,4,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0
13586690,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586691,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
13586692,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586693,3,4,6,0,0,1,0,1,1,1,0,0,0,0,0,0
13586694,19,86,51,0,0,1,0,1,1,1,0,0,0,1,0,0
13586695,5,16,13,0,0,0,0,0,0,0,0,0,0,2,0,0
13586696,11,27,27,0,0,0,0,1,0,1,0,0,0,3,0,0
13586697,3,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586699,10,25,32,0,0,0,0,0,0,0,0,0,0,1,0,0
13586700,4,10,9,0,0,0,0,0,0,0,0,0,0,1,0,0
13586701,12,117,26,0,0,0,1,0,0,1,0,0,0,2,0,0
13586702,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0
13586703,3,5,12,0,0,1,0,1,1,1,0,0,0,1,0,0
13586704,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586705,6,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0
13586706,5,9,14,0,0,1,0,1,1,1,0,0,0,1,0,0
13586707,4,10,9,0,0,0,0,0,0,0,0,0,0,1,0,0
13586708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586709,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586710,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586711,6,36,11,0,0,0,0,0,1,1,0,0,0,1,0,0
13586712,6,8,10,0,0,0,1,0,0,1,0,0,0,1,0,0
13586713,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0
13586714,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
13586715,10,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0
13586716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586719,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13586720,8,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0
13586721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586722,5,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0
13586723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586726,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13586727,10,22,24,0,0,0,3,0,0,3,0,0,0,3,0,0
13586728,6,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0
13586729,11,33,24,0,0,0,0,0,2,2,0,0,0,0,0,0
13586730,5,38,25,0,0,0,0,0,0,0,0,0,0,2,0,0
13586731,8,10,17,0,0,0,0,1,0,1,0,0,0,1,0,0
13586732,1,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13586733,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586734,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586735,3,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586736,4,8,17,0,0,0,1,0,0,1,0,0,0,2,0,0
13586737,8,25,14,0,0,0,0,1,0,1,0,0,0,0,0,1
13586738,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13586739,3,4,9,0,0,0,0,0,0,0,0,0,0,1,0,0
13586740,9,21,20,0,0,0,1,0,0,1,0,0,0,2,0,0
13586741,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
13586742,2,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0
13586743,2,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0
13586744,6,21,11,0,0,0,0,0,0,0,0,0,0,1,0,0
13586745,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13586746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586747,5,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0
13586748,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13586749,5,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0
13586750,4,18,9,0,0,0,0,0,0,0,0,0,0,1,0,0
13586751,8,28,19,0,0,0,1,0,0,1,0,0,0,1,0,0
13586752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586753,5,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0
13586754,4,9,10,0,0,0,0,0,0,0,0,0,0,1,0,0
13586755,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13586756,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586758,5,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0
13586759,6,58,12,0,0,0,0,0,0,0,0,0,0,0,0,0
13586760,4,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0
13586761,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586762,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586763,16,34,33,0,0,0,0,0,1,1,0,0,0,1,0,0
13586764,21,54,46,0,0,0,0,0,1,1,0,0,0,4,0,0
13586765,1,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13586766,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586767,12,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0
13586768,10,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0
13586769,4,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0
13586770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586771,26,71,49,0,0,0,1,0,0,1,0,0,0,2,0,0
13586772,22,83,42,0,0,0,0,0,0,0,0,0,0,4,0,0
13586773,10,23,23,0,0,0,0,0,0,0,0,0,0,4,0,0
13586774,16,33,35,0,0,0,1,0,0,1,0,0,0,2,0,0
13586775,4,10,11,0,0,0,0,0,1,1,0,0,0,1,0,0
13586776,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13586777,12,38,39,0,0,1,0,1,1,1,0,0,0,1,0,0
13586778,12,30,24,0,0,0,1,0,1,2,0,0,0,2,0,0
13586779,2,11,4,0,0,0,0,0,0,0,0,0,0,1,0,0
13586780,9,31,18,0,0,0,0,0,1,1,0,0,0,1,0,0
13586781,5,15,11,0,0,0,0,0,0,0,0,0,0,1,0,0
13586782,5,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0
13586783,6,11,13,0,0,0,0,0,0,0,0,0,0,1,0,0
13586784,5,26,13,0,0,0,0,0,1,1,0,0,0,0,0,0
13586785,7,11,16,0,0,0,0,0,1,1,0,0,0,1,0,0
13586786,14,19,30,0,0,1,0,1,1,1,0,0,0,1,0,0
13586787,7,7,13,0,0,0,0,0,1,1,0,0,0,1,0,0
13586788,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13586789,5,6,8,0,0,0,0,0,0,0,0,0,0,1,0,0
13586790,7,16,16,0,0,0,0,0,0,0,0,0,0,1,0,0
13586791,4,5,6,0,0,0,0,0,0,0,0,0,0,1,0,1
13586792,12,39,36,0,0,0,0,0,0,0,0,0,0,1,0,0
13586793,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0
13586794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586795,6,12,12,0,0,0,0,0,0,0,0,0,0,1,0,1
13586796,16,57,33,0,0,0,1,0,0,1,0,0,0,1,0,1
13586797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586798,7,15,14,0,0,0,0,0,0,0,0,0,0,1,0,0
13586799,6,16,12,0,0,1,0,1,0,1,0,0,0,1,0,1
13586800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586801,8,17,18,0,0,0,0,0,0,0,0,0,0,2,0,0
13586802,5,19,13,0,0,0,0,0,0,0,0,0,0,2,0,0
13586803,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
13586804,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13586805,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13586806,8,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0
13586807,10,24,24,0,0,0,0,0,0,0,0,0,0,1,0,0
13586808,7,16,16,0,0,0,0,0,0,0,0,0,0,1,0,0
13586809,5,9,12,0,0,0,0,0,0,0,0,0,0,2,0,0
13586810,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
13586811,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586812,5,18,18,0,0,0,0,0,0,0,0,0,0,1,0,0
13586813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586814,4,5,21,0,0,0,0,0,1,1,0,0,0,0,0,0
13586815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586816,2,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0
13586817,4,7,8,0,0,1,0,1,0,1,0,0,0,1,0,0
13586818,7,28,16,0,0,0,0,0,0,0,0,0,0,1,0,0
13586819,7,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0
13586820,6,16,18,0,0,0,0,0,0,0,0,0,0,2,0,0
13586821,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
13586822,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13586823,10,83,24,0,0,0,0,0,0,0,0,0,0,1,0,0
13586824,7,10,21,0,0,0,0,0,0,0,0,0,0,1,0,0
13586825,3,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586826,12,58,38,0,0,0,0,0,0,0,0,0,0,1,0,0
13586827,3,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0
13586828,15,47,44,0,0,0,0,0,0,0,0,0,0,3,0,0
13586829,2,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0
13586830,11,34,37,0,0,0,0,0,0,0,0,0,0,2,0,0
13586831,6,19,24,0,0,0,0,0,0,0,0,0,0,1,0,0
13586832,12,21,32,0,0,0,0,0,0,0,0,0,0,2,0,0
13586833,6,11,12,0,0,0,0,0,0,0,0,0,0,1,0,0
13586834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586835,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586836,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0
13586837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586839,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586840,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13586841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586842,5,10,13,0,0,0,0,0,0,0,0,0,0,2,0,0
13586843,3,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0
13586844,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0
13586845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586846,4,9,12,0,0,1,0,1,1,1,0,0,0,1,0,0
13586847,10,20,22,0,0,1,0,1,0,1,0,0,0,0,0,0
13586848,4,7,11,0,0,0,0,0,0,0,0,0,0,1,0,0
13586849,6,15,13,0,0,0,0,0,0,0,0,0,0,1,0,0
13586850,7,25,15,0,0,0,0,0,0,0,0,0,0,1,0,0
13586851,3,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13586852,3,5,7,0,0,0,0,1,0,1,0,0,0,1,0,0
13586853,18,38,34,0,0,1,0,1,2,2,0,0,0,1,0,0
13586854,11,21,25,0,0,0,0,0,0,0,0,0,0,2,0,0
13586855,20,70,45,0,0,0,0,0,1,1,0,0,0,2,0,0
13586856,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
13586857,9,18,22,0,0,0,0,0,1,1,0,0,0,3,0,0
13586858,15,40,28,0,0,0,1,0,0,1,0,0,0,1,0,0
13586859,12,27,22,0,0,0,0,0,3,3,0,0,0,3,0,0
13586860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586861,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13586862,16,41,29,0,0,1,0,1,1,1,0,0,0,2,0,0
13586863,3,6,6,0,0,0,0,1,0,1,0,0,0,1,0,0
13586864,9,34,21,0,0,0,0,0,0,0,0,0,0,2,0,0
13586865,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586866,8,37,12,0,0,0,0,0,0,0,0,0,0,0,0,0
13586867,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586868,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13586869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586870,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13586871,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13586872,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586873,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586874,11,28,20,0,0,0,0,0,0,0,0,0,0,1,0,0
13586875,6,11,14,0,0,0,0,0,0,0,0,0,0,3,0,0
13586876,8,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0
13586877,9,14,19,0,0,0,1,0,0,1,0,0,0,1,0,0
13586878,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13586879,6,19,10,0,0,0,0,0,0,0,0,0,0,1,0,0
13586880,9,15,20,0,0,0,0,0,1,1,0,0,0,0,0,0
13586881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586882,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586883,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586884,11,310,26,0,0,0,1,0,0,1,0,0,0,2,0,0
13586885,11,13,20,0,0,0,1,1,1,2,0,0,0,2,0,0
13586886,6,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0
13586887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586888,2,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0
13586889,10,21,21,0,0,0,0,0,0,0,0,0,0,2,0,0
13586890,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13586891,10,25,20,0,0,0,0,0,0,0,0,0,0,1,0,0
13586892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586893,4,10,8,0,0,1,0,1,0,1,0,0,0,0,0,0
13586894,10,17,19,0,0,2,0,2,1,2,0,0,0,0,0,0
13586895,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13586896,6,19,16,0,0,0,0,0,0,0,0,0,0,1,0,0
13586897,7,32,14,0,0,0,0,0,1,1,0,0,0,1,0,0
13586898,2,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0
13586899,14,49,31,0,0,0,1,0,1,2,0,0,0,8,0,0
13586900,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13586901,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
13586902,11,36,26,0,0,0,0,0,0,0,0,0,0,1,0,0
13586903,4,13,13,0,0,0,0,0,0,0,0,0,0,1,0,0
13586904,4,9,9,0,0,1,0,1,0,1,0,0,0,1,0,0
13586905,9,15,17,0,0,0,1,0,1,2,0,0,0,4,0,0
13586906,23,42,39,0,0,0,0,1,3,3,0,0,0,3,0,0
13586907,9,20,21,0,0,0,1,0,0,1,0,0,0,4,0,0
13586908,7,143,16,0,0,0,0,0,0,0,0,0,0,1,0,0
13586909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586910,9,143,16,0,0,0,0,0,1,1,0,0,0,0,0,0
13586911,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13586912,17,760,34,0,0,0,1,0,2,3,0,0,0,1,0,0
13586913,9,22,20,0,0,0,0,0,1,1,0,0,0,2,0,0
13586914,7,221,14,0,0,0,0,0,1,1,0,0,0,2,0,0
13586915,4,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0
13586916,5,204,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586917,3,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13586918,10,317,19,0,0,0,0,0,0,0,0,0,0,0,0,0
13586919,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13586920,2,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0
13586921,20,634,36,0,0,0,1,0,0,1,0,0,0,6,0,0
13586922,18,623,36,0,0,1,0,0,1,1,0,0,0,1,0,0
13586923,19,722,38,0,0,0,0,0,0,0,0,0,0,2,0,0
13586924,10,605,15,0,0,0,0,0,0,0,0,0,0,0,0,0
13586925,9,117,21,0,0,0,0,0,0,0,0,0,0,2,0,0
13586926,7,700,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586927,12,607,19,0,0,0,0,1,0,1,0,0,0,0,0,0
13586928,9,216,16,0,0,0,0,0,0,0,0,0,0,0,0,0
13586929,10,16,17,0,0,0,1,0,0,1,0,0,0,1,0,0
13586930,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13586931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586932,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
13586933,6,445,13,0,0,1,0,1,1,1,0,0,0,1,0,0
13586934,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13586935,3,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0
13586936,22,81,42,0,0,1,0,1,0,1,0,0,0,2,0,0
13586937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586938,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13586939,3,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13586940,4,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13586941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586944,7,17,14,0,0,0,0,0,0,0,0,0,0,1,0,0
